"Year","Month","Day","Hour","Minute","power","wind_direction","wind_speed","temperature","pressure","air_density"
2010,1,9,7,0,0.008,26.541,2.145,258.282,99354.04,1.319
2010,1,9,8,0,0,34.007,1.913,259.195,99372.352,1.319
2010,1,9,9,0,0,46.333,0.979,260.77,99390.656,1.316
2010,1,9,10,0,0,32.299,0.988,261.896,99406.224,1.31
2010,1,9,11,0,0,3.324,1.144,263.614,99399.816,1.302
2010,1,9,12,0,0,351.968,1.782,265.787,99378.76,1.292
2010,1,9,13,0,0.061,0.515,2.887,267.475,99360.448,1.285
2010,1,9,14,0,0.073,357.89,3.057,268.302,99362.272,1.281
2010,1,9,15,0,0.21,356.434,3.295,268.628,99344.872,1.278
2010,1,9,16,0,0.477,0.543,3.707,268.32,99361.36,1.279
2010,1,9,17,0,1.171,4.471,4.498,265.338,99376.008,1.282
2010,1,9,18,0,1.194,11.15,4.513,264.108,99415.376,1.286
2010,1,9,19,0,0.033,18.247,2.508,264.026,99441.928,1.289
2010,1,9,20,0,0.046,14.698,2.679,263.718,99466.648,1.291
2010,1,9,21,0,0.073,15.254,3.042,263.3,99484.96,1.293
2010,1,9,22,0,0,46.758,1.766,263.046,99481.296,1.294
2010,1,9,23,0,0.022,58.505,2.352,262.866,99492.28,1.295
2010,1,10,0,0,0,60.213,2.014,262.772,99507.848,1.294
2010,1,10,1,0,0,60.587,1.818,262.57,99524.328,1.294
2010,1,10,2,0,0,67.509,1.443,262.317,99545.392,1.294
2010,1,10,3,0,0,87.053,1.022,262.17,99550.88,1.293
2010,1,10,4,0,0,133.229,0.393,262.088,99569.192,1.293
2010,1,10,5,0,0,205.722,0.454,262.057,99578.344,1.293
2010,1,10,6,0,0,227.004,1.156,262.271,99596.656,1.29
2010,1,10,7,0,0.013,239.013,2.239,262.601,99597.568,1.285
2010,1,10,8,0,0.075,237.656,3.082,264.532,99590.248,1.281
2010,1,10,9,0,0.193,217.117,3.268,267.804,99595.744,1.28
2010,1,10,10,0,0.172,213.711,3.24,269.687,99575.6,1.275
2010,1,10,11,0,0.56,209.041,3.848,271.53,99521.576,1.267
2010,1,10,12,0,1.517,206.688,4.83,272.373,99474.88,1.263
2010,1,10,13,0,1.86,209.797,5.145,273.242,99433.688,1.259
2010,1,10,14,0,2.587,211.076,5.624,273.984,99382.416,1.254
2010,1,10,15,0,3.322,207.533,6.097,274.048,99330.224,1.253
2010,1,10,16,0,5.918,200.023,7.357,273.273,99279.872,1.253
2010,1,10,17,0,12.862,196.057,10.373,271.53,99224.936,1.255
2010,1,10,18,0,13.799,199.484,11.7,271.039,99202.048,1.255
2010,1,10,19,0,14,199.292,12.912,271.231,99170.92,1.253
2010,1,10,20,0,14,199.896,13.659,271.545,99126.064,1.251
2010,1,10,21,0,14,202.352,13.665,271.631,99092.184,1.25
2010,1,10,22,0,14,204.819,14.978,272.104,99038.168,1.247
2010,1,10,23,0,14,207.093,15.292,272.208,98996.968,1.246
2010,1,11,0,0,14,209.796,15.756,272.479,98973.168,1.244
2010,1,11,1,0,14,212.537,15.994,272.739,98963.096,1.242
2010,1,11,2,0,14,216.146,16.189,273.01,98948.448,1.24
2010,1,11,3,0,14,220.404,15.963,273.267,98928.304,1.239
2010,1,11,4,0,14,224.244,15.863,273.389,98909.992,1.238
2010,1,11,5,0,14,228.929,15.469,273.843,98893.504,1.235
2010,1,11,6,0,14,233.845,14.66,274.081,98872.456,1.234
2010,1,11,7,0,14,239.927,12.921,274.231,98852.304,1.233
2010,1,11,8,0,13.325,246.145,10.986,274.271,98856.88,1.235
2010,1,11,9,0,13.177,247.931,10.818,275.891,98837.656,1.231
2010,1,11,10,0,6.164,251.744,7.504,277.875,98814.768,1.228
2010,1,11,11,0,3.938,257.374,6.475,279.059,98785.472,1.223
2010,1,11,12,0,3.035,265.422,5.969,280.39,98761.664,1.218
2010,1,11,13,0,2.95,268.684,5.92,281.241,98740.608,1.214
2010,1,11,14,0,3.064,276.539,5.996,281.534,98737.856,1.212
2010,1,11,15,0,3.354,273.908,6.186,281.473,98727.792,1.212
2010,1,11,16,0,4.722,268.244,6.878,280.347,98736.944,1.213
2010,1,11,17,0,5.156,277.143,7.089,277.738,98762.576,1.214
2010,1,11,18,0,3.202,296.601,6.07,273.697,98812.024,1.222
2010,1,11,19,0,1.562,305.56,4.919,272.922,98858.712,1.227
2010,1,11,20,0,2.44,319.931,5.569,272.562,98901.744,1.228
2010,1,11,21,0,1.498,349.221,4.852,272.043,98922.808,1.233
2010,1,11,22,0,0.036,8.551,2.588,271.762,98942.032,1.238
2010,1,11,23,0,0.051,20.57,2.789,271.314,98954.848,1.241
2010,1,12,0,0,0.197,34.056,3.305,270.938,98976.824,1.245
2010,1,12,1,0,0.074,34.935,3.1,270.679,99015.272,1.247
