"Year","Month","Day","Hour","Minute","power","wind_direction","wind_speed","temperature","pressure","air_density"
2010,1,9,7,0,0.033,36.776,2.484,258.243,99356.376,1.319
2010,1,9,8,0,0.018,38.869,2.286,259.146,99374.68,1.318
2010,1,9,9,0,0,46.718,1.413,260.803,99394.832,1.316
2010,1,9,10,0,0,41.972,1.337,262.036,99409.48,1.31
2010,1,9,11,0,0,15.194,1.208,263.751,99403.984,1.302
2010,1,9,12,0,0,356.688,1.996,265.842,99382.016,1.292
2010,1,9,13,0,0.073,4.279,3.048,267.505,99363.704,1.284
2010,1,9,14,0,0.105,359.143,3.125,268.304,99364.616,1.281
2010,1,9,15,0,0.183,358.522,3.247,268.643,99349.056,1.278
2010,1,9,16,0,0.577,4.24,3.854,268.344,99363.704,1.279
2010,1,9,17,0,1.258,7.547,4.565,265.366,99378.352,1.282
2010,1,9,18,0,0.61,15.996,3.897,264.16,99418.632,1.286
2010,1,9,19,0,0.109,21.698,3.125,264.013,99443.36,1.289
2010,1,9,20,0,0.053,27.547,2.774,263.748,99465.328,1.29
2010,1,9,21,0,0.288,25.251,3.397,263.336,99480.888,1.292
2010,1,9,22,0,0.043,39.951,2.63,263.025,99479.976,1.294
2010,1,9,23,0,0.055,55.798,2.801,262.838,99494.624,1.295
2010,1,10,0,0,0.026,60.989,2.408,262.747,99512.024,1.294
2010,1,10,1,0,0.007,60.572,2.142,262.555,99529.416,1.294
2010,1,10,2,0,0,64.858,1.705,262.249,99549.552,1.294
2010,1,10,3,0,0,78.38,1.321,262.063,99554.136,1.293
2010,1,10,4,0,0,98.283,0.787,261.993,99572.448,1.293
2010,1,10,5,0,0,148.586,0.586,261.938,99578.856,1.294
2010,1,10,6,0,0,213.301,1.025,262.164,99597.168,1.291
2010,1,10,7,0,0.025,226.175,2.402,262.423,99598.088,1.286
2010,1,10,8,0,0.369,228.488,3.531,263.815,99590.76,1.282
2010,1,10,9,0,0.507,210.905,3.744,267.862,99595.336,1.281
2010,1,10,10,0,0.634,207.46,3.946,269.672,99576.112,1.275
2010,1,10,11,0,1.213,202.686,4.541,271.28,99524.84,1.268
2010,1,10,12,0,1.755,204.906,5.032,272.162,99479.072,1.264
2010,1,10,13,0,2.038,208.784,5.255,273.178,99435.128,1.259
2010,1,10,14,0,2.502,211.608,5.557,273.984,99383.848,1.255
2010,1,10,15,0,3.244,207.603,6.033,274.026,99331.664,1.253
2010,1,10,16,0,5.481,199.44,7.156,273.254,99281.312,1.254
2010,1,10,17,0,12.942,193.024,10.443,271.478,99225.464,1.256
2010,1,10,18,0,13.82,195.952,11.749,270.911,99204.408,1.256
2010,1,10,19,0,14,195.886,12.948,271.078,99171.448,1.254
2010,1,10,20,0,14,196.293,13.678,271.335,99125.672,1.252
2010,1,10,21,0,14,198.364,13.711,271.463,99088.136,1.25
2010,1,10,22,0,14,200.77,14.908,271.899,99037.784,1.248
2010,1,10,23,0,14,203.248,15.173,271.945,98996.576,1.247
2010,1,11,0,0,14,205.72,15.582,272.18,98972.776,1.245
2010,1,11,1,0,14,208.263,15.677,272.348,98968.192,1.244
2010,1,11,2,0,14,212.905,15.649,272.558,98959.952,1.242
2010,1,11,3,0,14,218.464,15.518,272.793,98937.984,1.241
2010,1,11,4,0,14,222.293,15.662,273.089,98914.176,1.239
2010,1,11,5,0,14,226.396,15.234,273.459,98900.448,1.237
2010,1,11,6,0,14,231.676,14.539,273.566,98877.552,1.236
2010,1,11,7,0,14,238.487,13.12,273.91,98851,1.234
2010,1,11,8,0,13.146,244.777,10.742,273.743,98863.824,1.236
2010,1,11,9,0,12.559,244.338,10.23,275.092,98851,1.234
2010,1,11,10,0,5.537,249.051,7.23,277.481,98820.792,1.229
2010,1,11,11,0,3.356,254.434,6.152,278.986,98788.752,1.224
2010,1,11,12,0,2.555,263.69,5.646,280.289,98760.368,1.218
2010,1,11,13,0,2.839,267.26,5.835,281.125,98743.888,1.215
2010,1,11,14,0,3.161,274.737,6.045,281.491,98742.056,1.213
2010,1,11,15,0,3.433,270.992,6.222,281.436,98733.816,1.212
2010,1,11,16,0,4.492,267.542,6.75,280.374,98742.056,1.213
2010,1,11,17,0,4.801,278.255,6.9,277.64,98767.688,1.214
2010,1,11,18,0,2.967,299.448,5.905,273.59,98817.128,1.222
2010,1,11,19,0,1.642,309.534,4.98,272.849,98862.904,1.226
2010,1,11,20,0,1.914,324.091,5.219,272.495,98902.272,1.228
2010,1,11,21,0,1.314,352.084,4.675,272.037,98930.656,1.233
2010,1,11,22,0,0.304,20.625,3.47,271.747,98937.064,1.238
2010,1,11,23,0,0.327,31.062,3.504,271.268,98952.624,1.241
2010,1,12,0,0,1.858,32.48,5.151,270.969,98970.936,1.245
2010,1,12,1,0,0.629,43.246,3.967,270.731,99010.304,1.247
2010,1,12,2,0,0.273,41.692,3.412,270.273,99026.792,1.25
2010,1,12,3,0,0.659,41.929,4.007,270.032,99037.776,1.252
2010,1,12,4,0,1.269,56.32,4.605,271.079,99056.088,1.257
2010,1,12,5,0,0.322,54.118,3.479,269.013,99095.456,1.259
2010,1,12,6,0,0.245,75.799,3.36,269.416,99140.312,1.258
2010,1,12,7,0,0.171,70.454,3.247,269.159,99172.36,1.257
2010,1,12,8,0,0.018,59.375,2.313,269.611,99199.824,1.261
2010,1,12,9,0,0,65.296,1.556,272.184,99212.64,1.258
2010,1,12,10,0,0,47.524,1.483,273.822,99223.632,1.251
2010,1,12,11,0,0,48.101,1.318,276.01,99217.224,1.242
2010,1,12,12,0,0,24.44,1.507,277.591,99189.76,1.235
2010,1,12,13,0,0,19.656,1.419,278.818,99165.952,1.229
2010,1,12,14,0,0,9.202,1.355,279.636,99121.096,1.225
2010,1,12,15,0,0,27.028,1.153,279.969,99074.4,1.223
2010,1,12,16,0,0,55.99,1.632,279.389,99040.52,1.223
