"Year","Month","Day","Hour","Minute","power","wind_direction","wind_speed","temperature","pressure","air_density"
2010,1,9,7,0,1.725,26.385,5.843,257.964,96756.912,1.281
2010,1,9,8,0,1.461,27.336,5.541,258.533,96777.968,1.28
2010,1,9,9,0,0.892,27.123,4.818,259.973,96800.856,1.279
2010,1,9,10,0,0.455,25.782,4.094,261.502,96825.576,1.276
2010,1,9,11,0,0.209,19.493,3.463,262.958,96834.736,1.271
2010,1,9,12,0,0.286,8.56,3.68,264.472,96833.816,1.266
2010,1,9,13,0,0.554,5.36,4.278,265.836,96829.224,1.26
2010,1,9,14,0,0.651,1.894,4.443,266.556,96839.296,1.256
2010,1,9,15,0,0.69,358.824,4.51,266.8,96823.736,1.254
2010,1,9,16,0,1.01,3.405,5.044,266.397,96835.64,1.255
2010,1,9,17,0,1.907,7.514,6.088,264.679,96841.136,1.258
2010,1,9,18,0,2.005,14.276,6.164,261.503,96874.096,1.262
2010,1,9,19,0,2.135,17.732,6.27,261.146,96896.984,1.263
2010,1,9,20,0,2.134,22.313,6.267,260.947,96915.296,1.264
2010,1,9,21,0,2.172,20.989,6.298,260.682,96929.944,1.265
2010,1,9,22,0,1.331,26.705,5.413,260.41,96930.856,1.264
2010,1,9,23,0,1.013,33.672,5.04,260.447,96937.272,1.262
2010,1,10,0,0,0.268,35.358,3.637,260.535,96956.496,1.259
2010,1,10,1,0,0.014,33.867,2.316,260.581,96972.976,1.256
2010,1,10,2,0,0,50.932,0.924,260.755,96992.2,1.255
2010,1,10,3,0,0,156.63,0.635,260.922,96998.616,1.254
2010,1,10,4,0,0,209.423,1.455,260.971,97016.008,1.254
2010,1,10,5,0,0.023,221.045,2.499,260.919,97024.248,1.254
2010,1,10,6,0,0.245,212.906,3.576,260.907,97043.48,1.255
2010,1,10,7,0,0.81,211.581,4.711,260.916,97048.056,1.255
2010,1,10,8,0,1.035,213.833,5.087,262.196,97048.056,1.253
2010,1,10,9,0,1.699,209.293,5.856,266.428,97056.288,1.253
2010,1,10,10,0,1.46,200.598,5.581,267.527,97043.472,1.251
2010,1,10,11,0,0.932,196.088,4.925,268.796,97009.592,1.247
2010,1,10,12,0,0.98,200.513,5.011,269.831,96973.88,1.243
2010,1,10,13,0,1.238,203.957,5.343,270.893,96937.264,1.237
2010,1,10,14,0,1.562,207.428,5.728,271.732,96895.152,1.233
2010,1,10,15,0,1.919,203.836,6.143,271.83,96844.792,1.231
2010,1,10,16,0,3.147,196.585,7.168,271.146,96799.928,1.231
2010,1,10,17,0,5.829,192.822,8.743,269.327,96761.472,1.234
2010,1,10,18,0,7.395,194.586,9.574,268.433,96747.736,1.236
2010,1,10,19,0,8.942,194.558,10.578,268.491,96724.84,1.235
2010,1,10,20,0,9.609,195.86,11.21,268.68,96690.048,1.233
2010,1,10,21,0,9.942,202.44,12.274,268.934,96655.256,1.23
2010,1,10,22,0,9.976,202.836,12.952,269.086,96619.544,1.229
2010,1,10,23,0,9.991,205.55,13.245,269.041,96581.096,1.228
2010,1,11,0,0,9.996,207.907,13.657,269.145,96565.52,1.226
2010,1,11,1,0,9.998,210.95,14.121,269.322,96560.032,1.224
2010,1,11,2,0,10,215.795,14.746,269.572,96543.552,1.222
2010,1,11,3,0,10,220.821,15.518,269.92,96513.344,1.219
2010,1,11,4,0,10,224.381,15.735,269.981,96487.712,1.218
2010,1,11,5,0,10,227.979,15.305,270.274,96473.976,1.215
2010,1,11,6,0,10,233.066,14.81,270.561,96446.504,1.212
2010,1,11,7,0,9.999,240.185,14.368,271.131,96411.72,1.208
2010,1,11,8,0,9.99,246.98,13.311,271.882,96406.232,1.207
2010,1,11,9,0,9.928,248.617,12.314,272.969,96405.312,1.204
2010,1,11,10,0,7.488,247.421,9.707,275.282,96379.68,1.205
2010,1,11,11,0,3.033,249.976,7.135,276.868,96360.448,1.202
2010,1,11,12,0,2.184,256.217,6.427,278.409,96345.8,1.196
2010,1,11,13,0,2.57,260.517,6.762,279.435,96337.552,1.192
2010,1,11,14,0,2.216,273.485,6.466,279.896,96341.216,1.189
2010,1,11,15,0,2.352,275.05,6.582,279.639,96327.488,1.189
2010,1,11,16,0,2.728,278.059,6.897,278.553,96334.816,1.191
2010,1,11,17,0,2.946,289.88,7.08,276.792,96354.04,1.192
2010,1,11,18,0,3.595,310.392,7.528,273.051,96387,1.196
2010,1,11,19,0,4.011,322.57,7.79,271.998,96419.96,1.198
2010,1,11,20,0,4.749,338.659,8.257,271.583,96449.264,1.2
2010,1,11,21,0,4.386,358.448,8.013,270.969,96463.912,1.206
2010,1,11,22,0,3.811,12.348,7.634,270.624,96478.56,1.211
2010,1,11,23,0,4.603,16.954,8.138,272.055,96487.72,1.213
2010,1,12,0,0,5.727,22.018,8.736,272.064,96501.456,1.215
2010,1,12,1,0,4.765,23.92,8.232,271.856,96534.424,1.215
2010,1,12,2,0,4.697,27.962,8.19,271.234,96559.136,1.217
2010,1,12,3,0,5.787,27.248,8.76,271.127,96560.968,1.218
2010,1,12,4,0,6.577,34.237,9.166,270.682,96571.04,1.221
2010,1,12,5,0,4.166,33.485,7.842,270.376,96607.664,1.22
2010,1,12,6,0,2.207,41.59,6.405,270.556,96655.272,1.219
2010,1,12,7,0,1.489,44.67,5.669,268.445,96679.992,1.216
2010,1,12,8,0,1.312,41.434,5.461,270.471,96701.968,1.216
2010,1,12,9,0,0.493,43.367,4.229,272.797,96722.112,1.212
2010,1,12,10,0,0,63.42,2.041,273.896,96743.168,1.217
2010,1,12,11,0,0,68.155,1.44,275.498,96753.224,1.213
2010,1,12,12,0,0,35.355,1.541,276.667,96737.664,1.208
2010,1,12,13,0,0,35.048,1.48,277.643,96720.264,1.204
2010,1,12,14,0,0,23.504,1.202,278.281,96685.48,1.201
2010,1,12,15,0,0,43.799,1.071,278.547,96644.272,1.198
2010,1,12,16,0,0,76.44,1.376,277.827,96609.488,1.198
2010,1,12,17,0,0.002,164.866,2.108,272.91,96578.352,1.197
2010,1,12,18,0,0.69,190.497,4.58,272.22,96576.52,1.198
2010,1,12,19,0,1.383,187.615,5.569,273.076,96572.856,1.201
2010,1,12,20,0,1.073,186.951,5.203,271.486,96564.616,1.201
2010,1,12,21,0,1.649,180.223,5.88,274.104,96548.136,1.201
2010,1,12,22,0,3.332,182.776,7.351,274.192,96515.168,1.199
2010,1,12,23,0,6.006,184.5,8.923,274.104,96491.368,1.198
2010,1,13,0,0,6.717,186.258,9.302,274.29,96475.808,1.197
2010,1,13,1,0,8.532,186.642,10.312,274.387,96462.072,1.195
2010,1,13,2,0,9.453,187.604,11.188,274.851,96442.832,1.193
2010,1,13,3,0,9.782,186.329,11.85,274.745,96397.976,1.193
2010,1,13,4,0,9.845,187.296,12.07,274.833,96365.928,1.192
2010,1,13,5,0,9.947,185.5,12.494,274.427,96343.04,1.194
2010,1,13,6,0,9.964,185.116,12.833,274.14,96331.136,1.195
2010,1,13,7,0,9.974,183.462,13.04,273.902,96315.568,1.196
2010,1,13,8,0,9.988,182.243,13.306,274.125,96285.36,1.196
2010,1,13,9,0,9.989,183.028,13.34,275.254,96259.72,1.193
2010,1,13,10,0,9.972,180.898,12.989,276.582,96217.6,1.195
2010,1,13,11,0,9.835,177.191,12.031,277.68,96159.008,1.194
2010,1,13,12,0,9.835,178.607,12.046,278.858,96086.68,1.189
2010,1,13,13,0,9.814,178.525,11.988,279.829,96026.248,1.184
2010,1,13,14,0,9.829,178.305,12.049,280.341,95965.824,1.181
2010,1,13,15,0,9.972,183.199,13.043,280.213,95898.08,1.181
2010,1,13,16,0,9.997,186.071,14.16,279.325,95840.4,1.18
2010,1,13,17,0,10,179.546,14.829,277.747,95808.344,1.182
2010,1,13,18,0,10,174.619,15.244,277.302,95803.768,1.184
2010,1,13,19,0,10,175.009,15.705,277.033,95789.112,1.184
2010,1,13,20,0,10,175.85,15.735,276.838,95764.4,1.184
2010,1,13,21,0,10,176.618,15.836,277.18,95745.168,1.184
2010,1,13,22,0,10,175.146,15.665,277.381,95707.64,1.183
2010,1,13,23,0,10,176.414,16.068,277.458,95675.592,1.182
2010,1,14,0,0,10,181.919,15.589,277.348,95659.112,1.18
2010,1,14,1,0,10,185.346,16.202,277.674,95652.704,1.179
2010,1,14,2,0,10,185.687,15.32,277.641,95656.368,1.181
2010,1,14,3,0,10,189.829,14.811,277.607,95663.688,1.182
2010,1,14,4,0,9.997,190.57,14.09,277.741,95660.944,1.182
2010,1,14,5,0,9.995,188.873,13.684,277.827,95649.04,1.18
2010,1,14,6,0,9.95,182.66,12.607,278.486,95672.84,1.179
2010,1,14,7,0,9.87,182.001,12.201,278.513,95691.16,1.179
2010,1,14,8,0,9.966,182.205,12.936,278.135,95679.256,1.179
2010,1,14,9,0,9.945,178.821,12.527,278.205,95682.92,1.178
2010,1,14,10,0,9.959,182.177,12.799,277.451,95687.504,1.175
2010,1,14,11,0,9.961,182.528,12.854,278.379,95663.704,1.173
2010,1,14,12,0,9.885,179.457,12.274,278.477,95651.808,1.173
2010,1,14,13,0,9.803,179.056,11.996,278.855,95649.968,1.171
2010,1,14,14,0,9.374,182.434,11.184,279.283,95653.632,1.17
2010,1,14,15,0,9.717,179.111,11.7,279.295,95644.48,1.171
2010,1,14,16,0,8.971,182.979,10.787,279.557,95681.104,1.173
2010,1,14,17,0,8.798,179.622,10.616,279.066,95694.832,1.175
2010,1,14,18,0,7.443,179.951,9.765,279.45,95742.448,1.175
2010,1,14,19,0,8.065,182.896,10.116,279.447,95772.656,1.173
2010,1,14,20,0,7.015,176.842,9.53,279.563,95792.8,1.173
2010,1,14,21,0,7.739,176.65,9.93,279.545,95810.192,1.175
2010,1,14,22,0,7.668,174.326,9.884,279.255,95831.248,1.177
2010,1,14,23,0,8.565,176.535,10.397,279.673,95841.32,1.174
2010,1,15,0,0,7.029,175.079,9.539,280.012,95855.056,1.173
2010,1,15,1,0,2.712,173.656,6.921,280.363,95899.92,1.172
2010,1,15,2,0,3.044,173.887,7.208,280.717,95915.488,1.17
2010,1,15,3,0,2.337,167.371,6.609,281.214,95936.536,1.168
2010,1,15,4,0,1.477,172.527,5.73,281.165,95970.416,1.168
2010,1,15,5,0,0,114.429,0.872,280.423,95986.896,1.17
2010,1,15,6,0,0,118.394,1.833,279.895,96016.192,1.172
2010,1,15,7,0,0,107.294,1.645,280.512,96037.248,1.171
2010,1,15,8,0,0,95.321,0.824,280.524,96055.56,1.17
2010,1,15,9,0,0,85.695,1.996,281.775,96062.888,1.17
2010,1,15,10,0,0.293,95.676,3.793,281.385,96087.608,1.172
2010,1,15,11,0,0.099,87.264,3.249,281.248,96080.28,1.173
2010,1,15,12,0,0.035,59.559,2.783,282.014,96056.48,1.175
2010,1,15,13,0,0.017,63.54,2.435,281.904,96046.408,1.175
2010,1,15,14,0,0.076,49.297,3.188,283.387,96012.528,1.171
2010,1,15,15,0,0.183,42.134,3.488,283.338,95980.488,1.17
2010,1,15,16,0,0.666,40.64,4.574,282.719,95934.712,1.171
2010,1,15,17,0,1.304,44.139,5.514,281.092,95932.872,1.176
2010,1,15,18,0,1.529,50.083,5.776,280.106,95953.024,1.178
2010,1,15,19,0,1.183,59.796,5.367,279.831,95963.096,1.178
2010,1,15,20,0,1.135,62.877,5.312,279.88,95916.4,1.177
2010,1,15,21,0,1.826,68.801,6.13,279.953,95903.584,1.176
2010,1,15,22,0,2.504,70.591,6.734,279.892,95877.944,1.176
2010,1,15,23,0,2.9,70.618,7.073,280.036,95827.592,1.176
2010,1,16,0,0,3.186,73.87,7.305,280.115,95808.368,1.176
2010,1,16,1,0,2.523,72.452,6.749,279.578,95809.28,1.177
2010,1,16,2,0,3.136,74.43,7.271,279.752,95782.728,1.176
2010,1,16,3,0,2.891,66.631,7.061,279.16,95736.04,1.178
2010,1,16,4,0,2.025,67.58,6.319,278.656,95689.344,1.181
2010,1,16,5,0,2.996,70.486,7.143,278.467,95683.848,1.182
2010,1,16,6,0,2.732,60.126,6.92,278.348,95645.4,1.181
2010,1,16,7,0,3.626,58.172,7.579,278.385,95610.608,1.181
2010,1,16,8,0,3.36,47.525,7.405,278.165,95574.896,1.182
2010,1,16,9,0,3.247,48.893,7.332,278.312,95546.512,1.182
2010,1,16,10,0,3.17,51.766,7.283,278.648,95505.32,1.181
2010,1,16,11,0,1.737,44.04,6.02,279.554,95426.576,1.179
2010,1,16,12,0,1.076,35.185,5.248,280.881,95391.792,1.173
2010,1,16,13,0,1.127,32.02,5.312,281.541,95334.104,1.17
2010,1,16,14,0,1.086,34.329,5.267,281.913,95278.248,1.168
2010,1,16,15,0,1.39,22.171,5.627,281.367,95220.568,1.169
2010,1,16,16,0,2.883,15.879,7.07,280.442,95171.136,1.17
2010,1,16,17,0,3.939,10.156,7.806,280.118,95150.992,1.17
2010,1,16,18,0,5.504,12.15,8.73,280.015,95129.936,1.169
2010,1,16,19,0,5.847,358.102,8.91,279.835,95089.656,1.17
